result_lag_1,result_lag_2,result_lag_3,result_lag_4,result_lag_5,multiplier_lag_1,multiplier_lag_2,multiplier_lag_3,multiplier_lag_4,multiplier_lag_5,multiplier_mean_5,multiplier_mean_10,multiplier_mean_20,multiplier_std_5,multiplier_std_10,multiplier_std_20,hour,minute,day_of_week,is_weekend,hour_sin,hour_cos,previous_streak,result_1_count_10,result_1_count_20,result_2_count_10,result_2_count_20,result_5_count_10,result_5_count_20,result_10_count_10,result_10_count_20,result_20_count_10,result_20_count_20,result_40_count_10,result_40_count_20,result_50_count_10,result_50_count_20,target
2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.4,1.8,2.05,0.547722557508492,1.5491933384845826,2.187885304412639,13,19,2,0,-0.2588190451025208,-0.9659258262890683,2.0,6.0,11.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2
2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.6,1.4,1.65,0.5477225575084919,0.5163977794991734,1.136708081769243,13,19,2,0,-0.2588190451025208,-0.9659258262890683,3.0,6.0,11.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.6,1.4,1.6,0.5477225575084919,0.5163977794991734,1.1424811411556661,13,20,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.6,1.4,1.55,0.5477225575084919,0.5163977794991734,1.1459310165705685,13,23,2,0,-0.2588190451025208,-0.9659258262890683,2.0,6.0,13.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20
20.0,1.0,1.0,2.0,2.0,15.0,1.0,1.0,2.0,2.0,4.2,2.8,2.2,6.058052492344685,4.315347288715848,3.221637373824479,13,23,2,0,-0.2588190451025208,-0.9659258262890683,1.0,5.0,13.0,4.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,20.0,1.0,1.0,2.0,1.0,15.0,1.0,1.0,2.0,4.0,2.7,2.2,6.164414002969272,4.347413023857406,3.221637373824479,13,26,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.0,13.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,20
20.0,1.0,20.0,1.0,1.0,11.0,1.0,15.0,1.0,1.0,5.8,3.7,2.7,6.723094525588916,5.012207320355695,3.7570985445800935,13,27,2,0,-0.2588190451025208,-0.9659258262890683,1.0,5.0,12.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2
2.0,20.0,1.0,20.0,1.0,2.0,11.0,1.0,15.0,1.0,6.0,3.8,2.75,6.557438524302279,4.9620784175814086,3.7398986758019,13,27,2,0,-0.2588190451025208,-0.9659258262890683,1.0,4.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2
2.0,2.0,20.0,1.0,20.0,2.0,2.0,11.0,1.0,15.0,6.2,3.9,2.75,6.3796551630949185,4.909175083453938,3.7398986758019,13,28,2,0,-0.2588190451025208,-0.9659258262890683,2.0,3.0,11.0,5.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1
1.0,2.0,2.0,20.0,1.0,1.0,2.0,2.0,11.0,1.0,3.4,3.8,2.75,4.277849927241914,4.9620784175814086,3.7398986758019,13,29,2,0,-0.2588190451025208,-0.9659258262890683,1.0,4.0,11.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,2.0,20.0,1.0,1.0,2.0,2.0,11.0,3.4,3.7,2.75,4.277849927241914,5.012207320355695,3.7398986758019,13,29,2,0,-0.2588190451025208,-0.9659258262890683,2.0,5.0,11.0,3.0,6.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.6,3.7,2.55,0.5477225575085001,5.012207320355695,3.6631163034543714,13,30,2,0,-0.2588190451025208,-0.9659258262890683,1.0,5.0,11.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.4,3.7,2.55,0.5477225575085001,5.012207320355695,3.6631163034543714,13,31,2,0,-0.2588190451025208,-0.9659258262890683,1.0,5.0,11.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.4,3.8,2.6,0.5477225575085001,4.9620784175814086,3.6476380245161906,13,31,2,0,-0.2588190451025208,-0.9659258262890683,1.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2
2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.6,2.5,2.65,0.5477225575085001,3.0276503540983173,3.631369177770941,13,32,2,0,-0.2588190451025208,-0.9659258262890683,2.0,4.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5
5.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,2.4,2.9,2.8,1.5165750888115144,3.0713731999446647,3.66491186079148,13,33,2,0,-0.2588190451025208,-0.9659258262890683,1.0,3.0,9.0,5.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.4,2.0,2.85,1.5165750888115144,1.1547005383814182,3.6458339598999214,13,36,2,0,-0.2588190451025208,-0.9659258262890683,1.0,3.0,8.0,6.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20
20.0,2.0,5.0,2.0,2.0,14.0,2.0,5.0,2.0,2.0,5.0,3.2,3.5,5.196152422706984,3.966526608172234,4.382981441415323,13,37,2,0,-0.2588190451025208,-0.9659258262890683,1.0,3.0,7.0,5.0,9.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2
2.0,20.0,2.0,5.0,2.0,2.0,14.0,2.0,5.0,2.0,5.0,3.2,3.55,5.196152422706984,3.966526608172234,4.358597070280103,13,37,2,0,-0.2588190451025208,-0.9659258262890683,1.0,3.0,6.0,5.0,10.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2
2.0,2.0,20.0,2.0,5.0,2.0,2.0,14.0,2.0,5.0,5.0,3.3,3.55,5.196152422706984,3.917198545446661,4.358597070280103,13,38,2,0,-0.2588190451025208,-0.9659258262890683,2.0,2.0,6.0,6.0,10.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5
5.0,2.0,2.0,20.0,2.0,5.0,2.0,2.0,14.0,2.0,5.0,3.7,3.7,5.196152422706984,3.860051813124403,4.354066459856094,13,39,2,0,-0.2588190451025208,-0.9659258262890683,1.0,1.0,6.0,6.0,9.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2
2.0,5.0,2.0,2.0,20.0,2.0,5.0,2.0,2.0,14.0,5.0,3.7,3.7,5.196152422706984,3.860051813124403,4.354066459856094,13,39,2,0,-0.2588190451025208,-0.9659258262890683,1.0,1.0,6.0,6.0,9.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,5
5.0,2.0,5.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,3.2,4.1,3.9,1.6431676725166098,3.7549966711043816,4.315211771348032,13,40,2,0,-0.2588190451025208,-0.9659258262890683,1.0,0.0,5.0,6.0,9.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1
1.0,5.0,2.0,5.0,2.0,1.0,5.0,2.0,5.0,2.0,3.0,4.0,3.9,1.8708286933879468,3.8297084310260034,4.315211771348032,13,41,2,0,-0.2588190451025208,-0.9659258262890683,1.0,1.0,5.0,5.0,9.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1
1.0,1.0,5.0,2.0,5.0,1.0,1.0,5.0,2.0,5.0,2.8,3.9,3.2,2.0493901531928107,3.9001424475416404,3.47320570867009,13,41,2,0,-0.2588190451025208,-0.9659258262890683,2.0,2.0,6.0,4.0,9.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,2.0,2.2,3.6,3.25,1.6431676725166098,3.9214509786280343,3.4469666298602433,13,42,2,0,-0.2588190451025208,-0.9659258262890683,1.0,2.0,5.0,5.0,10.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,3.5,2.75,1.7320508075699317,3.9791121287717344,2.9535883617267933,13,43,2,0,-0.2588190451025208,-0.9659258262890683,1.0,3.0,6.0,4.0,10.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.2,2.2,2.7,0.4472135955040412,1.5491933384845804,2.9753372210472238,13,44,2,0,-0.2588190451025208,-0.9659258262890683,2.0,4.0,7.0,4.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,1.0,2.6,2.8,3.0,3.04959013639598,2.3944379994767724,3.1953914182445833,13,45,2,0,-0.2588190451025208,-0.9659258262890683,3.0,5.0,8.0,3.0,8.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,2.8,2.8,3.05,2.9495762407511443,2.3944379994767724,3.170173496829733,13,49,2,0,-0.2588190451025208,-0.9659258262890683,1.0,5.0,7.0,3.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,2.6,2.4,3.05,3.04959013639598,2.319003617457889,3.170173496829733,13,49,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.0,7.0,3.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,1.0,2.8,2.4,3.05,2.9495762407511443,2.319003617457889,3.170173496829733,13,50,2,0,-0.2588190451025208,-0.9659258262890683,1.0,6.0,7.0,3.0,9.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,8.0,2.8,2.0,3.05,2.9495762407511443,2.1602468994704447,3.170173496829733,13,51,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,7.0,3.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.4,2.0,3.0,0.5477225575084984,2.1602468994704447,3.1953914182445833,13,51,2,0,-0.2588190451025208,-0.9659258262890683,2.0,7.0,8.0,3.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,2.0,2.95,0.44721359550403916,2.1602468994704447,3.21959461325271,13,54,2,0,-0.2588190451025208,-0.9659258262890683,3.0,7.0,9.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20
20.0,1.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.8,2.7,3.15,3.492849839315119,3.0930028559106866,3.468277291166713,13,54,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,9.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.6,2.7,3.1,3.577708764000174,3.0930028559106866,3.4928498393148337,13,55,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,10.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1
1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,2.6,2.7,2.45,3.577708764000174,3.0930028559106866,2.394621165511871,13,56,2,0,-0.2588190451025208,-0.9659258262890683,2.0,7.0,11.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,9.0,1.0,2.6,2.0,2.4,3.577708764000174,2.4944382578502973,2.4148662379871193,13,57,2,0,-0.2588190451025208,-0.9659258262890683,3.0,7.0,12.0,2.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5
5.0,1.0,1.0,1.0,20.0,5.0,1.0,1.0,1.0,9.0,3.4,2.3,2.55,3.577708764000174,2.6687491868340163,2.4809802816419926,13,57,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,12.0,1.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.8,2.3,2.35,1.7888543820008531,2.6687491868340163,2.433861994963551,13,58,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,13.0,1.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5
5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.6,2.6,2.5,2.1908902300214983,2.7968235951212974,2.5026301953621686,13,59,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,13.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,2.6,2.6,2.3,2.1908902300214983,2.7968235951212974,2.4516374764208333,13,59,2,0,-0.2588190451025208,-0.9659258262890683,1.0,7.0,14.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,5.0,2.6,2.6,2.3,2.1908902300214983,2.7968235951212974,2.4516374764208333,14,0,2,0,-0.4999999999999997,-0.8660254037844388,2.0,7.0,14.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.7,2.35,1.7320508075699321,2.750757471437942,2.433861994963551,14,1,2,0,-0.4999999999999997,-0.8660254037844388,1.0,6.0,13.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2
2.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,5.0,2.2,2.0,2.35,1.6431676725166102,1.6329931618569828,2.433861994963551,14,1,2,0,-0.4999999999999997,-0.8660254037844388,2.0,6.0,13.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.6,2.1,2.4,0.5477225575085021,1.5951314818689537,2.4148662379871193,14,2,2,0,-0.4999999999999997,-0.8660254037844388,3.0,5.0,12.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.6,2.1,2.4,0.5477225575085021,1.5951314818689537,2.4148662379871193,14,3,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,12.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10
10.0,1.0,2.0,2.0,2.0,10.0,1.0,2.0,2.0,2.0,3.4,3.0,2.5,3.7148351242018336,2.905932629027975,2.6852423197527475,14,3,2,0,-0.4999999999999997,-0.8660254037844388,1.0,4.0,11.0,3.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,10.0,1.0,2.0,2.0,1.0,10.0,1.0,2.0,2.0,3.2,2.6,2.45,3.834057902536639,2.8751811537139123,2.704285098642243,14,4,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,12.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,10.0,1.0,2.0,2.0,1.0,10.0,1.0,2.0,3.2,2.7,2.5,3.834057902536639,2.83039062871472,2.6852423197527475,14,5,2,0,-0.4999999999999997,-0.8660254037844388,1.0,4.0,11.0,4.0,5.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,3.0,2.3,2.45,3.937003937006369,2.750757471437943,2.704285098642243,14,5,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,12.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,3.0,2.3,2.45,3.937003937006369,2.750757471437943,2.704285098642243,14,6,2,0,-0.4999999999999997,-0.8660254037844388,2.0,5.0,12.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,2.3,2.45,0.4472135955040412,2.750757471437943,2.704285098642243,14,8,2,0,-0.4999999999999997,-0.8660254037844388,3.0,5.0,12.0,4.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2
2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.4,2.3,2.5,0.5477225575085002,2.750757471437943,2.6852423197527475,14,20,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,11.0,4.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10
10.0,2.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,3.0,3.1,2.55,3.937003937006369,3.665151201974937,2.818640956579413,14,21,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,11.0,3.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,10.0,2.0,1.0,1.0,2.0,10.0,2.0,1.0,1.0,3.2,3.1,2.6,3.834057902536639,3.665151201974937,2.798495836582586,14,24,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,10.0,3.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40
40.0,2.0,10.0,2.0,1.0,15.0,2.0,10.0,2.0,1.0,6.0,4.5,3.3,6.2048368229957225,5.147815070493984,3.9081561138890013,14,25,2,0,-0.4999999999999997,-0.8660254037844388,1.0,4.0,9.0,3.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,5
5.0,40.0,2.0,10.0,2.0,5.0,15.0,2.0,10.0,2.0,6.8,4.0,3.5,5.630275304104023,4.7842333648029625,3.886549003665901,14,28,2,0,-0.4999999999999997,-0.8660254037844388,1.0,4.0,8.0,3.0,6.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,20
20.0,5.0,40.0,2.0,10.0,29.0,5.0,15.0,2.0,10.0,12.2,6.8,4.7,10.616025621672343,9.089676684141587,6.906137621138676,14,29,2,0,-0.4999999999999997,-0.8660254037844388,1.0,3.0,8.0,3.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1
1.0,20.0,5.0,40.0,2.0,1.0,29.0,5.0,15.0,2.0,10.4,6.7,4.7,11.781341180018668,9.153627089241393,6.906137621138676,14,32,2,0,-0.4999999999999997,-0.8660254037844388,1.0,4.0,8.0,2.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,20
20.0,1.0,20.0,5.0,40.0,13.0,1.0,29.0,5.0,15.0,12.6,7.9,5.1,10.807404868885206,9.109823757290469,7.151738838985548,14,32,2,0,-0.4999999999999997,-0.8660254037844388,1.0,3.0,8.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2
2.0,20.0,1.0,20.0,5.0,2.0,13.0,1.0,29.0,5.0,10.0,8.0,5.15,11.618950038622406,9.030811456096318,7.125011542003699,14,33,2,0,-0.4999999999999997,-0.8660254037844388,1.0,2.0,7.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2
2.0,2.0,20.0,1.0,20.0,2.0,2.0,13.0,1.0,29.0,9.4,8.1,5.2,12.012493496356353,8.949860334106056,7.097812858086832,14,34,2,0,-0.4999999999999997,-0.8660254037844388,2.0,1.0,6.0,4.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1
1.0,2.0,2.0,20.0,1.0,1.0,2.0,2.0,13.0,1.0,3.8,8.0,5.15,5.167204273105877,9.03081145609632,7.125011542003699,14,34,2,0,-0.4999999999999997,-0.8660254037844388,1.0,2.0,7.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2
2.0,1.0,2.0,2.0,20.0,2.0,1.0,2.0,2.0,13.0,4.0,7.2,5.15,5.049752469181399,9.186947262284951,7.125011542003699,14,35,2,0,-0.4999999999999997,-0.8660254037844388,1.0,2.0,7.0,4.0,7.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1
1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.6,7.1,5.1,0.5477225575084872,9.255028663140948,7.151738838985548,14,36,2,0,-0.4999999999999997,-0.8660254037844388,1.0,3.0,8.0,3.0,6.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1
1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.4,5.7,5.1,0.5477225575084872,8.982080926922379,7.151738838985548,14,36,2,0,-0.4999999999999997,-0.8660254037844388,2.0,4.0,8.0,3.0,6.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1
1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.2,5.3,4.65,0.44721359550402534,9.104943712072304,7.110222440816915,14,37,2,0,-0.4999999999999997,-0.8660254037844388,3.0,5.0,9.0,3.0,6.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1
1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.2,2.5,4.65,0.44721359550402534,3.719318934070907,7.110222440816915,14,38,2,0,-0.4999999999999997,-0.8660254037844388,4.0,6.0,9.0,3.0,6.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5,4.6,0.0,3.719318934070907,7.133316937184095,14,38,2,0,-0.4999999999999997,-0.8660254037844388,5.0,6.0,10.0,3.0,5.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3,4.6,0.0,0.48304589154485056,7.133316937184095,14,39,2,0,-0.4999999999999997,-0.8660254037844388,6.0,7.0,10.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,10
10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.8,2.1,5.05,4.024922359500073,2.8067379246703457,7.178000014664811,14,40,2,0,-0.4999999999999997,-0.8660254037844388,1.0,7.0,9.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1
1.0,10.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.8,2.0,5.05,4.024922359500073,2.828427124747078,7.178000014664811,14,40,2,0,-0.4999999999999997,-0.8660254037844388,1.0,8.0,9.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2
2.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,3.0,2.1,5.05,3.9370039370063674,2.8067379246703457,7.178000014664811,14,41,2,0,-0.4999999999999997,-0.8660254037844388,1.0,7.0,9.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1
1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,1.0,3.0,2.0,4.6,3.9370039370063674,2.828427124747078,7.133316937184095,14,42,2,0,-0.4999999999999997,-0.8660254037844388,1.0,8.0,10.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1
1.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,1.0,10.0,3.0,2.0,4.55,3.9370039370063674,2.828427124747078,7.155969168242957,14,42,2,0,-0.4999999999999997,-0.8660254037844388,2.0,8.0,11.0,1.0,4.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2
2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.4,2.1,3.9,0.5477225575084872,2.8067379246703457,6.73482700125577,14,43,2,0,-0.4999999999999997,-0.8660254037844388,1.0,7.0,11.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5
5.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,2.2,2.5,3.9,1.6431676725166053,2.915475947423511,6.73482700125577,14,44,2,0,-0.4999999999999997,-0.8660254037844388,1.0,6.0,11.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5
5.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.8,2.9,2.7,2.049390153192807,2.960855732161174,3.2783179255609545,14,44,2,0,-0.4999999999999997,-0.8660254037844388,2.0,5.0,11.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
1.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,2.8,2.9,2.7,2.049390153192807,2.960855732161174,3.2783179255609545,14,45,2,0,-0.4999999999999997,-0.8660254037844388,1.0,5.0,11.0,2.0,5.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
